"","INSPECTION_DATE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","INSPECTION_PATHWAY","ORIGIN","SUBCATEGORY","INSPECTION_LOCATION_STATE_CODE","DETERMINATION_TYPE","PEST_TAXONOMIC_NAME","QUARANTINE_RECOMMENDATION","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_REQUEST_ID","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","PEST_TAXON_ID","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","PEST_TAXON_SIMPLE_NAME","ID_AUTHORITY","DETERMINATION_TYPE_ID","DETERMINED_BY_GROUP_ID","DETERMINATION_DATETIME","QUARANTINE_STATUS_HAWAII","QUARANTINE_STATUS_PUERTO_RICO","QUARANTINE_STATUS_CONUS","ID","DIAGNOSTIC_DETERMINATION_NOT_POSSIBLE_REASON"
"53","2025-09-18","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","FL","Final ID","Diaspididae","Phytosanitary Action",1852880,871325,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5664,"Animalia","Arthropoda","Insecta","Hemiptera","Diaspididae",NA,NA,"Diaspididae","Earned - Final",5887,17411,"2025-09-18 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"54","2025-03-03","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Germany","PIS","GA","Final ID","Aphanogmus sp. (Ceraphronidae)","No Phytosanitary Action",1701324,803241,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6340,"Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae","Aphanogmus",NA,"Aphanogmus","Earned - Final",5887,17412,"2025-03-04 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"55","2025-09-18","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","FL","Final ID","Chaetanaphothrips signipennis (Bagnall)  (Thripidae)","No Phytosanitary Action",1853570,871323,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,8181,"Animalia","Arthropoda","Insecta","Thysanoptera","Thripidae","Chaetanaphothrips","signipennis","signipennis","Earned - Final",5887,17412,"2025-09-19 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"56","2023-12-04","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Staphylinidae","No Phytosanitary Action",1362964,638748,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2985,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA,"Staphylinidae","Conferred - Final",5887,17411,"2023-12-04 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"57","2025-09-03","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Psocoptera","No Phytosanitary Action",1841923,866434,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7992,"Animalia","Arthropoda","Insecta","Psocoptera",NA,NA,NA,"Psocoptera","Conferred - Final",5887,17411,"2025-09-04 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"58","2024-04-25","Begonia glabra - Begonia glabra","Begonia glabra","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Acaridae","No Phytosanitary Action",1485192,705370,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,111,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA,"Acaridae","Earned - Final",5887,17411,"2024-04-26 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"59","2024-04-25","Begonia glabra - Begonia glabra","Begonia glabra","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Cunaxidae","No Phytosanitary Action",1485190,705368,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,187,"Animalia","Arthropoda","Arachnida","Trombidiformes","Cunaxidae",NA,NA,"Cunaxidae","Earned - Final",5887,17411,"2024-04-26 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"60","2024-04-25","Begonia glabra - Begonia glabra","Begonia glabra","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Acaridae","No Phytosanitary Action",1485191,705369,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,111,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA,"Acaridae","Earned - Final",5887,17411,"2024-04-26 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"61","2024-04-25","Begonia glabra - Begonia glabra","Begonia glabra","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Acaridae","No Phytosanitary Action",1485195,705372,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,111,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA,"Acaridae","Earned - Final",5887,17411,"2024-04-26 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"62","2024-04-25","Begonia glabra - Begonia glabra","Begonia glabra","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Mesostigmata","No Phytosanitary Action",1485193,705371,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,42,"Animalia","Arthropoda","Arachnida","Mesostigmata",NA,NA,NA,"Mesostigmata","Earned - Final",5887,17411,"2024-04-26 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"63","2024-04-25","Begonia glabra - Begonia glabra","Begonia glabra","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Mesostigmata","No Phytosanitary Action",1485196,705373,NA,NA,NA,NA,NA,1,NA,NA,0,NA,42,"Animalia","Arthropoda","Arachnida","Mesostigmata",NA,NA,NA,"Mesostigmata","Earned - Final",5887,17411,"2024-04-26 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"64","2020-12-14","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Brazil","PIS","GA","Final ID","Drosophila sp. (Drosophilidae)","No Phytosanitary Action",162829,83767,0,NA,NA,NA,NA,1,NA,NA,NA,NA,3117,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila",NA,"Drosophila","Conferred - Final",5887,17411,"2020-12-14 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"65","2024-04-25","Begonia glabra - Begonia glabra","Begonia glabra","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Cunaxidae","No Phytosanitary Action",1485187,705360,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,187,"Animalia","Arthropoda","Arachnida","Trombidiformes","Cunaxidae",NA,NA,"Cunaxidae","Earned - Final",5887,17411,"2024-04-26 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"66","2019-11-20","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Mail - PIS Mail","Thailand","PIS","HI","Final ID","Ophiostoma sp. (Ophiostomataceae)","Phytosanitary Action",216744,107747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10882,"Fungi",NA,"Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma",NA,"Ophiostoma","Earned - Final",5887,17411,"2019-11-22 10:45:09.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"67","2025-01-06","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Germany","PIS","GA","Final ID","Sciaridae","No Phytosanitary Action",1662038,786184,3,NA,NA,NA,NA,0,NA,NA,0,NA,3184,"Animalia","Arthropoda","Insecta","Diptera","Sciaridae",NA,NA,"Sciaridae","Conferred - Final",5887,17411,"2025-01-07 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"68","2025-05-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Dominican Republic","PIS","FL","Final ID","Anaphothrips obscurus (Müller)  (Thripidae)","No Phytosanitary Action",1756979,827935,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8148,"Animalia","Arthropoda","Insecta","Thysanoptera","Thripidae","Anaphothrips","obscurus","obscurus","Earned - Final",5887,17412,"2025-05-14 04:00:00.0000000","Uncategorized","Uncategorized","Non-Quarantine",NA,NA
"69","2025-05-14","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Dominican Republic","PIS","FL","Final ID","Succinea sp. (Succineidae)","No Phytosanitary Action",1756629,827933,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9130,"Animalia","Mollusca","Gastropoda","Stylommatophora","Succineidae","Succinea",NA,"Succinea","Earned - Final",5887,17411,"2025-05-14 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"70","2025-03-07","Begonia darthvaderiana  (Begoniaceae)","Begonia darthvaderiana  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","NY","Final ID","Oribatida","No Phytosanitary Action",1704341,804745,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2025-03-07 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"71","2024-04-04","Begonia atricha  (Begoniaceae)","Begonia atricha  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469088,698043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"72","2024-04-04","Begonia atricha  (Begoniaceae)","Begonia atricha  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469087,698045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"73","2020-11-23","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Pronematinae","No Phytosanitary Action",153532,79664,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,66023,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tydeidae",NA,NA,"Pronematinae","Earned - Final",5887,17412,"2020-11-23 06:00:00.0000000","Uncategorized","Uncategorized","Uncategorized",NA,NA
"74","2020-11-23","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Tenuipalpus sp. (Tenuipalpidae)","Phytosanitary Action",153536,79663,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,283,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Tenuipalpus",NA,"Tenuipalpus","Earned - Final",5887,17412,"2020-11-24 06:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"75","2019-06-26","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Pupisoma sp. (Valloniidae)","No Phytosanitary Action",291831,141151,NA,NA,NA,1,NA,1,NA,NA,NA,NA,9403,"Animalia","Mollusca","Gastropoda","Stylommatophora","Valloniidae","Pupisoma",NA,"Pupisoma","Earned - Final",5887,17412,"2019-06-27 10:24:54.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"76","2019-06-26","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Allopeas micra (d'Orbigny)  (Achatinidae)","No Phytosanitary Action",291838,141153,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8654,"Animalia","Mollusca","Gastropoda","Stylommatophora","Achatinidae","Allopeas","micra","micra","Earned - Final",5887,17412,"2019-06-27 10:23:57.0000000","Uncategorized","Uncategorized","Non-Quarantine",NA,NA
"77","2018-08-20","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Bacteria","Phytosanitary Action",424900,200968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9690,"Bacteria",NA,NA,NA,NA,NA,NA,"Bacteria","Earned - Final",5887,17411,"2018-08-20 13:49:28.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"78","2021-10-04","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","CA","Final ID","Pseudococcidae","Phytosanitary Action",841371,394274,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2021-10-04 07:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"79","2025-10-16","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Pseudococcidae","Phytosanitary Action",1871365,879623,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2025-10-16 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"80","2024-10-07","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Pseudococcidae","Phytosanitary Action",1603247,759197,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6039,"Animalia","Arthropoda","Insecta","Hemiptera","Pseudococcidae",NA,NA,"Pseudococcidae","Earned - Final",5887,17411,"2024-10-08 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"81","2024-10-07","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Lepidoptera","Phytosanitary Action",1603585,759198,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6776,"Animalia","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,"Lepidoptera","Earned - Final",5887,17412,"2024-10-08 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"82","2024-10-07","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Insecta","No Phytosanitary Action",1603272,759195,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,364,"Animalia","Arthropoda","Insecta",NA,NA,NA,NA,"Insecta","Conferred - Final",5887,17411,"2024-10-08 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"83","2025-01-06","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","CA","Final ID","Mymaridae","No Phytosanitary Action",1661819,786067,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6412,"Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",NA,NA,"Mymaridae","Conferred - Final",5887,17411,"2025-01-06 08:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"84","2025-10-14","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Frankliniella occidentalis (Pergande)  (Thripidae)","No Phytosanitary Action",1870480,879030,NA,NA,NA,NA,NA,1,NA,NA,0,NA,8135,"Animalia","Arthropoda","Insecta","Thysanoptera","Thripidae","Frankliniella","occidentalis","occidentalis","Earned - Final",5887,17411,"2025-10-15 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"85","2025-10-14","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Scatella sp. (Ephydridae)","No Phytosanitary Action",1870465,879031,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3127,"Animalia","Arthropoda","Insecta","Diptera","Ephydridae","Scatella",NA,"Scatella","Earned - Final",5887,17412,"2025-10-15 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"86","2020-02-24","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","HI","Final ID","Oribatida","No Phytosanitary Action",177878,90483,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2020-02-24 10:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"87","2020-02-24","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","HI","Final ID","Coccidae","Phytosanitary Action",177874,90481,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5561,"Animalia","Arthropoda","Insecta","Hemiptera","Coccidae",NA,NA,"Coccidae","Earned - Final",5887,17412,"2020-02-25 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"88","2020-02-24","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","HI","Final ID","Acariformes","Phytosanitary Action",177885,90486,NA,NA,NA,6,NA,3,NA,3,6,NA,33999,"Animalia","Arthropoda","Arachnida",NA,NA,NA,NA,"Acariformes","Earned - Final",5887,17412,"2020-02-25 05:00:00.0000000","Uncategorized","Uncategorized","Uncategorized",NA,NA
"89","2020-02-24","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","HI","Final ID","Helicotylenchus dihystera (Cobb) Sher (Hoplolaimidae)","No Phytosanitary Action",177858,90475,NA,NA,NA,NA,NA,17,NA,NA,3,NA,9560,"Animalia","Nematoda","Chromadorea","Rhabditida","Hoplolaimidae","Helicotylenchus","dihystera","dihystera","Earned - Final",5887,17412,"2020-02-28 05:00:00.0000000","Uncategorized","Uncategorized","Non-Quarantine",NA,NA
"90","2020-02-24","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","HI","Final ID","Rhizoctonia sp. (Ceratobasidiaceae)","No Phytosanitary Action",177863,90477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11021,"Fungi",NA,"Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia",NA,"Rhizoctonia","Earned - Final",5887,17412,"2020-02-25 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"91","2020-02-24","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","HI","Final ID","Collembola","No Phytosanitary Action",177887,90487,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,341,"Animalia","Arthropoda","Collembola",NA,NA,NA,NA,"Collembola","Earned - Final",5887,17411,"2020-02-24 10:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"92","2020-06-03","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Hong Kong","PIS","CA","Final ID","Echinothrips americanus Morgan  (Thripidae)","No Phytosanitary Action",89798,50438,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8199,"Animalia","Arthropoda","Insecta","Thysanoptera","Thripidae","Echinothrips","americanus","americanus","Earned - Final",5887,17412,"2020-06-09 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"93","2020-07-09","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","CA","Final ID","Duponchelia fovealis Zeller (Crambidae)","No Phytosanitary Action",76908,44708,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7470,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Duponchelia","fovealis","fovealis","Earned - Final",5887,17412,"2020-07-10 04:00:00.0000000","Quarantine","Quarantine","Non-Quarantine",NA,NA
"94","2024-09-16","Begonia maculata - Begonia maculata","Begonia maculata","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Neuroptera","No Phytosanitary Action",1589064,752973,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,7784,"Animalia","Arthropoda","Insecta","Neuroptera",NA,NA,NA,"Neuroptera","Earned - Final",5887,17412,"2024-09-16 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"95","2021-09-20","Begonia eliator  (Begoniaceae)","Begonia eliator  (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Ephydridae","No Phytosanitary Action",830803,389445,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3126,"Animalia","Arthropoda","Insecta","Diptera","Ephydridae",NA,NA,"Ephydridae","Earned - Final",5887,17412,"2021-09-20 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"96","2025-01-27","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","CA","Final ID","Tarsonemus sp. (Tarsonemidae)","No Phytosanitary Action",1674799,791726,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,254,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tarsonemidae","Tarsonemus",NA,"Tarsonemus","Earned - Final",5887,17412,"2025-01-28 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"97","2023-11-27","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Portugal","PIS","GA","Final ID","Diptera","No Phytosanitary Action",1359851,636728,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2999,"Animalia","Arthropoda","Insecta","Diptera",NA,NA,NA,"Diptera","Earned - Final",5887,17412,"2023-11-28 05:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"98","2023-02-10","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Acaridae","No Phytosanitary Action",1169935,548625,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,111,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae",NA,NA,"Acaridae","Conferred - Final",5887,17411,"2023-02-13 08:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"99","2024-04-04","Begonia daunhitam  (Begoniaceae)","Begonia daunhitam  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469088,698043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"100","2023-10-02","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","GA","Final ID","Staphylinidae","No Phytosanitary Action",1324261,620125,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2985,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA,"Staphylinidae","Conferred - Final",5887,17411,"2023-10-03 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"101","2025-09-29","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Zonitoides arboreus (Say) (Gastrodontidae)","No Phytosanitary Action",1861591,874515,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9174,"Animalia","Mollusca","Gastropoda","Stylommatophora","Gastrodontidae","Zonitoides","arboreus","arboreus","Earned - Final",5887,17412,"2025-10-01 04:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"102","2024-04-04","Begonia daunhitam  (Begoniaceae)","Begonia daunhitam  (Begoniaceae)","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469087,698045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"103","2022-02-05","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","GA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",921544,433057,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua","exigua","Earned - Final",5887,17411,"2022-02-05 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"104","2017-04-17","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Brazil","PIS","GA","Final ID","Bemisia sp. (Aleyrodidae)","No Phytosanitary Action",624668,290339,NA,NA,NA,NA,NA,1,NA,NA,1,NA,5229,"Animalia","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Bemisia",NA,"Bemisia","Earned - Final",5887,17412,"2017-04-18 00:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"105","2024-10-02","Begonia maculata - Begonia maculata","Begonia maculata","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Aphididae","Phytosanitary Action",1599565,757793,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5321,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA,"Aphididae","Earned - Final",5887,17411,"2024-10-02 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"106","2022-02-05","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","GA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",921544,433057,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua","exigua","Earned - Final",5887,17411,"2022-02-05 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
