"","INSPECTION_DATE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","INSPECTION_PATHWAY","ORIGIN","SUBCATEGORY","INSPECTION_LOCATION_STATE_CODE","DETERMINATION_TYPE","PEST_TAXONOMIC_NAME","QUARANTINE_RECOMMENDATION","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_REQUEST_ID","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","PEST_TAXON_ID","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES"
"438","2020-02-03","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",184676,93505,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"439","2018-04-30",NA,NA,"Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","PR","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",473247,222597,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"440","2023-05-11","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1227885,575541,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"441","2023-05-11","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1227592,575535,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"442","2023-05-11","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1227801,575539,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"443","2023-05-11","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1227798,575540,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"444","2023-05-11","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1227873,575525,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"445","2024-05-08","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",1495490,710253,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"446","2018-04-20","Zea mays - CORN","Zea mays","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",476905,224237,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"447","2021-04-27",NA,NA,"Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",718269,333150,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"448","2023-04-21","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1213955,569273,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"449","2022-06-19","Crotalaria longirostrata - CHIPILIN","Crotalaria longirostrata","Airport - Aircraft - Cargo - CBP","El Salvador","CBP","CA","Final ID","Spodoptera sp. (Noctuidae)","No Phytosanitary Action",1016428,477416,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"450","2020-07-29","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",68986,41184,0,NA,NA,NA,NA,1,NA,NA,NA,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"451","2024-12-18","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)","Airport - Aircraft - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1653375,781733,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"452","2024-10-19","Physalis philadelphica - TOMATILLO","Physalis philadelphica","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1611258,762857,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"453","2018-12-21",NA,NA,"Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","PR","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",368392,175767,0,NA,NA,NA,NA,0,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"454","2024-10-19","Physalis philadelphica - TOMATILLO","Physalis philadelphica","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1611255,762856,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"455","2017-07-15","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare","Airport - Aircraft - Cargo - CBP","Mexico","CBP","FL","Final ID","Spodoptera sp. (Noctuidae)","No Phytosanitary Action",583123,271824,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"456","2023-04-21","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1214859,569275,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"457","2021-04-07",NA,NA,"Airport - Aircraft - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",704158,326143,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"458","2018-06-01","Dianthus sp. - Dianthus","Dianthus sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","NM","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",458923,216260,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"459","2023-05-11","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1227804,575542,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"460","2023-05-08","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1225076,574421,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"461","2023-05-08","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",1224639,574424,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"462","2023-05-08","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1224640,574423,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"463","2019-05-22","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",306156,147583,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"464","2025-02-26","Solidago sp.  - Solidago","Solidago sp. ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1697729,801779,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"465","2018-01-04","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ","Airport - Aircraft - Cargo - CBP","India","CBP","TX","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",517841,242592,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"466","2021-07-05","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)","Airport - Aircraft - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera sp. (Noctuidae)","No Phytosanitary Action",770296,359056,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"467","2021-06-19","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",758414,353283,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"468","2023-09-05","Dianthus sp. - Dianthus","Dianthus sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1305977,611654,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"469","2021-10-13","Helianthus sp.  - Helianthus","Helianthus sp. ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",847636,397343,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"470","2019-10-11","Physalis philadelphica - TOMATILLO","Physalis philadelphica","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",237442,116755,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"471","2017-05-14","Brassica rapa var. parachinensis  - Brassica rapa parachinensis","Brassica rapa var. parachinensis ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",610505,284072,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"472","2021-12-20","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",894085,419601,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"473","2019-02-06","Zea mays - CORN","Zea mays","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",351684,168174,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"474","2023-12-22","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1375711,644825,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"475","2021-10-30","Anemone sp. - Anemone","Anemone sp.","Airport - Aircraft - Cargo - CBP","Italy","CBP","CA","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",859981,402774,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"476","2023-04-04","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1202834,564428,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"477","2023-05-22","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",1234611,578887,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"478","2025-08-04","Capsicum sp. - Other Pepper","Capsicum sp.","Airport - Aircraft - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1819552,856079,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"479","2023-02-03","Brassica rapa subsp. chinensis (Brassicaceae) - Brassica rapa chinensis","Brassica rapa subsp. chinensis (Brassicaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1163934,546301,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"480","2017-05-04","Physalis philadelphica - TOMATILLO","Physalis philadelphica","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",614963,286045,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"481","2023-03-10","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1188217,557512,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"482","2021-11-10","Zea mays - CORN","Zea mays","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",867819,406972,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"483","2021-12-02","Eucalyptus sp. - Eucalyptus","Eucalyptus sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",883457,414650,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"484","2022-01-13","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",906986,425937,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"485","2018-09-04","Corylus sp. - Corylus","Corylus sp.","Airport - Aircraft - Cargo - CBP","Netherlands","CBP","CA","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",419092,198386,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"486","2018-07-22","Anethum graveolens (Apiaceae) - DILL","Anethum graveolens (Apiaceae)","Airport - Aircraft - Cargo - CBP","Mexico","CBP","GA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",436379,206135,0,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"487","2023-05-17","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1232152,577592,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"488","2019-11-12","Solanum melongena - EGGPLANT","Solanum melongena","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",221013,109628,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"489","2021-09-21","Eustoma sp. - Eustoma","Eustoma sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",831609,389767,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"490","2023-11-13","Eustoma sp. - Eustoma","Eustoma sp.","Airport - Aircraft - Cargo - CBP","Israel","CBP","NY","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1350383,632446,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"491","2025-09-20","Solanum melongena - EGGPLANT","Solanum melongena","Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1854710,872046,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"492","2022-08-11","Solidaster sp. - Solidaster","Solidaster sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera eridania (Cramer) (Noctuidae)","No Phytosanitary Action",1051535,493690,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7303,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","eridania"
"493","2023-05-27","Helianthus sp.  - Helianthus","Helianthus sp. ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1238225,580727,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"494","2023-03-27","Allium schoenoprasum - CHIVE","Allium schoenoprasum","Airport - Aircraft - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1197632,562165,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"495","2023-07-24","Thymus vulgaris - THYME","Thymus vulgaris","Airport - Aircraft - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1275894,597646,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"496","2021-05-03","Capsicum sp. - Chili Pepper","Capsicum sp.","Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",722049,335353,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"497","2021-07-12","Thymus vulgaris - THYME","Thymus vulgaris","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",775917,361471,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"498","2023-11-09","Lactuca sativa (Asteraceae) - LETTUCE","Lactuca sativa (Asteraceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1348412,631316,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"499","2025-09-20","Solanum melongena - EGGPLANT","Solanum melongena","Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1854712,872047,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"500","2025-02-19","Solanum melongena - EGGPLANT","Solanum melongena","Airport - Aircraft - Conveyance - CBP","Dominica","CBP","VI","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",1692490,799370,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"501","2020-02-18","Mentha sp. - MINT","Mentha sp.","Airport - Aircraft - Cargo - CBP","West Bank","CBP","NY","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",177549,90338,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"502","2024-04-15","Anethum graveolens (Apiaceae) - DILL","Anethum graveolens (Apiaceae)","Airport - Aircraft - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1476601,701553,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"503","2020-09-30","Capsicum sp. - Chili Pepper","Capsicum sp.","Airport - Aircraft - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",119363,64073,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"504","2019-03-09","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",339068,162446,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"505","2018-02-08","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",503885,236319,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
